"","ZD01","ZD02","ZD03","ZD04","ZG01","ZG02","ZG03","ZG04","ZP01","ZP02","ZP03","ZP04","ZS01","ZS02","ZS03","ZS04","ZW01","ZW02","ZW03","ZW04","Consensus.Lineage"
"Otu684",9,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu742",7,5,7,5,7,6,8,8,3,0,0,5,2,0,0,2,5,0,2,0,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"Otu879",0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,5,9,1,2,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu206",84,76,78,78,0,0,4,5,0,2,1,1,0,0,0,1,20,9,10,9,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__"
"Otu2536",27,17,12,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu245",20,14,13,15,7,1,6,6,4,2,2,2,1,0,2,2,23,9,17,20,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__"
"Otu234",24,10,19,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu173",71,48,45,77,1,0,1,1,0,0,0,0,0,0,0,0,47,19,26,25,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu471",13,3,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__"
"Otu629",3,3,1,5,0,0,0,0,3,4,2,2,3,2,2,0,0,0,0,0,"k__Bacteria"
"Otu248",18,12,5,25,0,0,0,0,64,48,35,112,17,6,9,33,12,16,13,11,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu1534",8,8,3,4,0,0,0,0,54,70,56,13,19,8,11,103,0,0,0,1,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"Otu258",15,26,12,37,0,6,6,4,0,0,0,0,0,0,0,0,4,4,3,3,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu421",6,5,0,1,5,0,2,11,39,49,59,48,19,16,14,31,13,6,19,5,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu91",1,0,0,2,0,1,0,3,155,69,57,104,25,9,7,48,48,97,62,52,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu1421",35,27,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
"Otu459",30,18,24,22,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu694",10,9,18,13,2,4,4,0,0,0,0,0,1,0,0,0,9,4,5,9,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__"
"Otu740",1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu54",9,3,4,10,8,6,12,22,0,0,0,0,0,0,0,0,1,2,2,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae"
"Otu7",0,0,0,0,0,0,1,6,2944,2527,2015,2240,759,556,511,1669,54,117,50,63,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu470",18,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu73",0,0,0,0,0,0,1,0,407,402,335,489,150,105,94,301,6,5,7,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__andropogonis"
"Otu1950",7,0,4,1,6,8,12,15,0,6,6,5,2,1,1,1,2,1,1,5,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu627",13,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga; s__"
"Otu301",52,34,46,66,5,13,8,7,0,0,2,5,0,0,0,2,29,22,24,30,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu1541",2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu2916",0,0,6,0,0,0,1,1,0,0,0,0,1,0,1,0,14,3,7,2,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales"
"Otu45",76,53,60,94,33,14,22,58,186,542,497,1276,32,6,33,150,123,77,211,188,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__"
"Otu2223",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"Otu172",15,13,18,18,24,19,20,44,27,4,34,34,5,2,1,7,18,11,33,20,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu859",0,2,0,0,13,6,22,16,48,35,69,76,16,7,17,49,2,3,6,1,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"Otu195",0,0,0,0,12,8,7,8,1,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__"
"Otu198",11,9,10,18,0,0,1,0,0,1,0,0,0,0,0,0,2,1,7,2,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella; s__"
"Otu152",0,0,0,0,126,63,72,266,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__kuerlensis"
"Otu202",90,66,88,151,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae"
"Otu564",7,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales"
"Otu160",1,2,4,1,77,101,128,87,7,4,7,4,2,0,3,9,18,5,5,1,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Mycetocola; s__"
"Otu2239",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__"
"Otu153",18,26,19,36,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__"
"Otu312",41,24,39,48,4,2,7,7,3,3,9,1,0,0,3,5,29,20,10,10,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu65",166,127,88,234,0,0,0,0,35,52,19,44,6,4,23,47,109,102,91,95,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1232",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu228",31,11,23,15,14,19,19,31,82,74,72,138,10,4,10,35,26,6,25,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
"Otu1029",8,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__; s__"
"Otu733",1,0,1,2,5,0,1,0,4,10,1,8,0,0,1,2,4,1,1,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu458",0,3,0,1,0,0,3,4,13,5,18,11,2,0,4,8,2,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu755",33,10,32,16,3,8,5,3,0,0,0,0,0,0,0,0,5,2,8,4,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae"
"Otu1944",7,5,6,3,12,8,17,21,29,17,28,47,5,5,1,18,30,22,36,13,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu765",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__"
"Otu2022",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__"
"Otu186",26,16,15,23,5,4,2,6,42,55,36,41,13,11,13,35,11,8,8,9,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu2802",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu31",8,9,7,9,374,420,466,635,0,3,5,2,3,0,1,1,9,10,15,25,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__"
"Otu1155",0,0,0,2,0,0,1,0,1,1,0,0,0,2,0,4,0,0,3,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae"
"Otu84",61,36,46,57,3,8,6,19,0,3,0,0,2,0,0,1,77,41,87,69,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__"
"Otu760",2,4,1,4,0,0,2,0,1,4,7,1,1,1,1,2,3,1,5,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__"
"Otu36",8,3,7,13,490,442,1105,1005,12,15,13,8,6,3,3,33,5,5,2,10,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea; s__agglomerans"
"Otu516",1,3,3,10,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__"
"Otu3094",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu99",13,5,12,18,46,33,24,51,318,512,470,356,124,54,60,256,25,12,26,35,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu33",1,1,2,0,114,81,110,179,76,99,95,66,19,14,10,41,14,3,9,12,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__"
"Otu1521",7,1,5,6,5,3,9,7,0,1,6,5,2,0,1,2,3,0,5,1,"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"Otu454",2,6,6,5,1,0,2,0,0,0,0,0,1,0,0,0,5,0,10,3,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu492",84,52,61,76,2,0,0,0,0,0,0,0,0,0,0,0,12,1,14,4,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__"
"Otu482",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__"
"Otu252",29,8,18,24,0,0,0,2,0,0,0,2,0,0,0,0,9,6,18,12,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu2315",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__"
"Otu292",41,27,39,71,3,6,2,3,0,0,0,5,0,0,0,0,7,3,8,6,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
"Otu614",8,12,5,10,6,9,7,16,1,1,7,24,0,0,0,0,5,5,11,2,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__"
"Otu1228",3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__; s__"
"Otu404",26,6,5,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu235",18,13,24,17,8,15,24,26,1,0,1,2,0,2,1,2,6,6,7,6,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae"
"Otu1579",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu1512",5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu74",8,7,4,9,65,72,99,135,40,56,38,37,15,1,3,18,4,2,5,1,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
"Otu157",9,8,4,5,57,70,70,76,0,0,0,0,0,0,0,0,6,1,10,5,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__"
"Otu582",6,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes"
"Otu1706",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
"Otu102",2,1,11,7,10,7,14,16,1,0,0,0,0,0,0,0,5,1,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae"
"Otu907",1,2,3,1,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__"
"Otu827",1,3,3,0,1,4,0,4,0,0,0,3,2,0,0,0,1,0,0,3,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__"
"Otu1405",5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria"
"Otu374",18,9,14,12,2,2,6,17,3,12,9,15,1,3,0,6,8,13,30,19,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu1236",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
"Otu25",0,0,0,1,144,129,172,330,16,4,3,4,1,3,2,5,0,3,7,6,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__"
"Otu2666",60,39,45,66,0,0,0,0,0,0,0,0,0,0,0,0,23,6,21,11,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas"
"Otu71",32,9,24,31,9,16,11,29,574,574,242,520,93,53,75,216,94,58,69,59,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__"
"Otu230",20,24,22,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1043",4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu1241",1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu776",4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae"
"Otu298",4,10,7,12,0,0,3,2,0,0,0,0,0,0,0,0,5,0,4,3,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu140",1,2,0,2,40,51,38,61,0,1,5,2,0,1,0,0,4,1,2,1,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pigmentiphaga; s__"
"Otu1247",10,10,14,5,0,0,0,0,120,77,115,98,9,7,8,16,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__"
"Otu347",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__"
"Otu1211",8,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,1,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu1718",3,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae"
"Otu1815",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"Otu69",14,17,19,26,51,46,41,49,0,0,0,0,0,0,0,0,15,6,25,9,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu2524",0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu820",7,6,3,10,64,42,72,89,11,34,30,35,6,0,3,9,13,6,8,1,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__"
"Otu912",4,4,6,1,7,12,3,3,10,12,11,27,1,1,5,6,5,1,5,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
"Otu14",3,6,4,6,260,229,281,486,18,23,70,25,12,2,14,35,53,95,61,69,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava"
"Otu634",9,8,2,7,0,0,0,0,0,1,1,0,0,0,0,0,16,4,7,4,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
"Otu593",15,3,9,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__"
"Otu613",0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu853",4,1,7,3,2,4,4,0,0,7,17,3,2,0,0,10,4,2,8,6,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu688",2,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu844",35,10,26,32,0,0,0,0,0,0,0,0,0,0,2,0,25,4,7,15,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu2779",0,0,0,0,3,10,7,30,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__"
"Otu329",46,21,34,38,9,10,9,10,2,6,4,1,6,1,1,0,20,16,25,2,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia"
"Otu295",58,54,55,50,4,0,9,5,0,0,0,0,0,0,0,0,7,2,9,6,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas"
"Otu1074",4,4,2,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__; s__"
"Otu1572",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"Otu279",31,25,23,26,12,15,44,27,1,0,0,0,1,0,2,0,16,4,9,6,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"Otu315",0,0,0,0,1,1,0,1,23,10,10,51,5,5,12,14,5,3,3,7,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"Otu511",6,6,7,5,2,2,5,8,12,18,26,24,6,5,5,8,3,3,2,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu630",15,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu2405",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__"
"Otu79",6,2,2,3,265,234,311,315,768,780,725,962,347,209,256,554,41,15,40,2,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Salinibacterium; s__"
"Otu370",12,10,8,13,3,11,21,13,0,0,0,0,6,2,0,0,1,0,1,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae; g__; s__"
"Otu3100",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__"
"Otu1051",2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__"
"Otu2254",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu286",31,15,27,28,2,3,11,6,0,0,0,0,0,0,0,3,5,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu1778",1,0,2,3,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__infantis"
"Otu832",5,12,5,6,9,14,37,26,0,0,0,0,0,0,0,0,0,1,1,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__"
"Otu227",9,5,9,8,0,0,0,0,0,0,2,0,0,0,0,2,9,2,5,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"Otu533",13,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0,13,2,7,11,"k__Bacteria; p__Chloroflexi"
"Otu379",15,3,7,18,2,3,0,1,0,0,0,0,0,0,0,0,1,0,3,3,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"Otu1002",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"Otu164",18,27,12,21,12,13,9,31,7,43,72,53,3,2,4,10,7,9,16,11,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
